"ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","subtype"
42,56,70,84,24,74,46,8,44,50,80,76,38,66,10,90,100,28,4,92,6,68,52,40,12,30,26,88,82,22,2,78,86,98,62,72,54,14,18,20,94,64,16,58,36,96,60,34,48,32,"BRCA.LumA"
32,52,80,84,34,26,68,12,62,58,10,70,46,76,16,82,100,24,20,96,14,72,66,60,6,6,6,92,86,40,8,74,94,88,48,78,50,38,30,28,90,42,36,54,18,98,22,64,56,44,"BRCA.LumA"
20,54,82,84,28,70,58,4,48,26,46,66,34,74,18,90,92,8,10,96,12,52,42,38,64,60,56,86,80,14,2,72,88,94,24,62,76,22,30,6,98,40,32,50,78,100,68,44,36,16,"BRCA.LumA"
34,50,62,86,24,68,46,2,48,12,70,58,18,66,42,82,98,20,14,94,32,60,36,38,88,84,78,72,76,16,22,64,96,90,52,74,92,8,10,4,28,56,26,54,80,100,6,44,40,30,"BRCA.LumA"
10,44,84,90,52,28,56,4,40,36,62,60,42,64,20,92,100,14,2,96,12,70,58,46,82,76,80,78,72,24,30,66,94,88,38,74,18,26,16,6,68,54,34,50,86,98,8,48,32,22,"BRCA.LumA"
34,48,62,70,18,50,52,2,36,26,60,76,6,68,42,96,100,14,64,94,16,66,54,32,78,82,80,86,72,10,12,58,88,98,20,56,92,8,24,4,84,46,22,44,74,90,38,40,28,30,"BRCA.LumA"
24,60,86,90,34,76,58,12,46,48,68,74,44,78,18,94,98,22,10,92,14,64,52,50,4,8,4,88,80,42,6,84,82,96,70,66,56,38,20,16,32,54,30,62,40,100,28,72,36,26,"BRCA.LumA"
8,56,62,84,44,58,54,6,42,40,52,68,24,80,50,88,90,26,36,86,14,34,30,32,66,60,76,74,94,28,4,72,78,98,64,82,92,18,12,10,38,16,20,70,96,100,2,46,48,22,"BRCA.LumA"
20,48,78,66,24,72,58,2,50,32,34,82,26,74,8,96,94,16,52,90,14,68,64,40,60,44,62,86,80,10,4,70,100,84,18,76,92,14,22,6,88,28,30,38,56,98,46,54,36,42,"BRCA.LumA"
52,50,86,90,38,16,60,10,56,48,18,74,40,80,14,88,100,20,26,96,12,68,70,44,2,8,4,72,82,30,6,78,92,64,28,84,32,36,54,22,94,76,34,66,24,98,62,58,42,46,"BRCA.LumA"
58,50,92,88,46,84,66,12,36,54,34,62,34,76,8,94,100,14,40,98,18,72,68,20,2,26,6,70,82,24,4,64,96,80,42,78,74,22,28,30,90,38,44,60,10,86,16,56,48,52,"BRCA.LumA"
8,60,44,78,22,68,74,10,46,26,72,86,34,54,12,92,88,20,40,96,4,56,28,38,58,80,66,84,76,14,2,82,90,100,64,48,94,24,30,18,62,42,36,70,16,98,6,32,50,52,"BRCA.LumA"
24,44,74,82,6,60,38,8,48,26,56,76,18,64,36,96,90,16,80,92,12,70,46,40,62,54,66,86,84,30,4,58,94,100,50,72,78,22,14,10,88,28,20,52,68,98,2,42,32,34,"BRCA.LumA"
24,40,70,84,14,76,62,4,46,32,54,72,30,78,20,88,94,8,6,90,16,74,56,44,60,58,64,86,80,20,2,68,92,100,28,50,82,26,10,12,96,38,36,42,66,98,48,52,34,22,"BRCA.LumA"
32,60,80,68,36,72,62,8,44,56,38,70,34,76,4,90,100,22,6,94,10,66,58,30,26,50,28,88,74,48,2,78,84,86,52,82,92,16,18,14,98,46,24,64,20,96,12,54,42,40,"BRCA.LumA"
48,38,70,72,12,74,52,2,28,24,58,64,16,62,50,98,92,8,34,94,42,66,60,22,90,80,82,78,68,10,46,54,96,36,30,76,88,4,26,6,86,56,20,32,84,100,14,40,18,44,"BRCA.LumA"
24,70,86,82,38,80,68,8,58,18,72,88,44,66,12,90,96,16,28,98,22,64,20,46,4,10,2,52,74,40,6,84,92,100,60,54,36,14,32,26,94,62,50,78,42,76,30,48,56,34,"BRCA.LumA"
26,40,78,76,28,82,64,8,38,48,58,70,34,84,30,94,96,18,6,92,12,68,62,46,42,60,66,52,88,20,4,86,90,100,54,72,80,14,16,10,74,50,32,56,24,98,2,44,36,22,"BRCA.LumA"
50,64,86,88,32,58,60,4,40,54,26,72,28,74,18,92,98,12,84,96,8,78,70,36,44,14,48,76,80,30,2,82,94,90,42,66,20,22,16,10,6,52,24,56,62,100,46,68,38,34,"BRCA.LumA"
32,48,72,68,20,84,58,2,46,22,62,44,28,70,10,96,98,4,36,94,26,82,38,16,88,74,80,66,86,24,14,52,90,78,42,60,92,12,6,8,40,64,18,56,76,100,50,54,30,34,"BRCA.LumA"
46,32,76,78,14,64,48,4,36,20,68,54,18,72,44,100,92,6,56,94,38,70,62,26,90,84,80,82,74,16,28,50,96,86,34,58,66,12,12,2,60,52,24,30,88,98,8,42,22,40,"BRCA.LumA"
56,48,86,76,34,72,68,6,46,66,8,52,32,74,4,88,96,26,12,94,18,82,62,44,14,20,10,84,80,28,2,54,98,70,24,42,90,38,30,16,92,78,40,58,22,100,64,50,36,60,"BRCA.LumA"
16,52,74,92,36,68,70,8,54,28,20,86,30,82,14,80,98,32,6,94,10,62,18,50,40,38,42,56,84,24,2,72,96,90,78,64,88,26,46,12,76,34,48,60,66,100,4,44,58,22,"BRCA.LumA"
10,56,76,84,32,54,50,8,42,48,60,82,30,64,20,94,96,22,2,90,16,46,62,36,68,72,70,92,66,26,4,80,86,98,40,74,88,14,24,6,78,58,12,52,44,100,18,38,28,34,"BRCA.LumA"
18,36,88,86,26,72,50,2,38,40,56,60,28,62,34,94,98,6,46,92,14,64,54,32,82,70,74,80,68,10,8,58,96,76,42,66,90,16,30,4,84,48,20,44,78,100,12,52,24,22,"BRCA.LumA"
14,64,74,84,16,76,56,6,44,48,50,70,42,68,12,90,98,18,4,94,8,72,36,38,30,46,52,86,82,40,2,78,88,96,58,62,92,28,20,10,80,60,24,66,34,100,22,54,26,32,"BRCA.LumA"
22,46,68,78,12,72,40,2,44,28,62,56,34,70,38,88,90,10,4,96,14,60,48,32,66,76,80,84,74,20,26,58,92,82,42,64,94,18,16,6,98,52,36,54,86,100,8,50,30,24,"BRCA.LumA"
22,54,82,86,44,60,64,12,52,34,46,74,48,70,16,80,94,26,24,96,10,58,20,50,2,6,4,88,72,40,8,84,90,100,68,76,78,28,18,14,92,56,36,66,38,98,30,62,42,32,"BRCA.LumA"
8,28,54,68,24,64,58,2,44,34,62,82,32,76,36,94,96,38,12,90,6,66,48,26,72,56,70,88,80,14,16,78,86,100,60,74,52,10,20,4,92,42,30,50,84,98,40,22,46,18,"BRCA.LumA"
14,46,72,82,34,86,56,6,48,42,18,74,40,66,12,94,98,16,4,92,10,84,36,38,68,58,60,90,80,30,2,76,88,78,44,52,96,28,24,8,70,54,22,64,62,100,20,50,32,26,"BRCA.LumA"
32,50,78,88,40,82,66,16,38,36,64,72,42,76,8,90,98,26,10,92,58,62,74,46,6,14,4,12,80,28,2,70,96,68,30,86,94,20,44,24,84,18,56,54,22,100,34,60,52,48,"BRCA.LumA"
20,44,78,88,18,80,58,4,38,22,56,68,40,64,10,90,96,16,2,94,28,74,66,26,14,32,12,72,82,24,6,62,92,98,42,76,84,30,34,8,86,54,36,52,70,100,46,60,50,48,"BRCA.LumA"
44,30,86,62,26,74,56,6,14,34,40,64,32,68,12,98,96,22,70,92,18,72,60,16,90,76,80,88,66,28,10,54,100,82,38,78,42,20,24,8,4,58,48,52,84,94,2,50,36,46,"BRCA.LumA"
18,50,64,76,28,62,52,12,36,40,60,68,16,66,4,88,100,20,2,94,8,56,34,26,80,84,78,86,74,30,10,46,90,96,82,72,70,22,24,58,92,14,42,48,32,98,6,44,54,38,"BRCA.LumA"
14,66,70,82,32,74,44,10,62,34,68,84,60,76,38,88,94,24,52,92,22,50,36,42,4,64,18,54,78,28,2,80,90,100,56,86,12,20,16,8,98,72,26,58,6,96,40,48,46,30,"BRCA.LumA"
12,50,72,70,38,62,34,6,32,36,68,54,30,64,48,100,56,8,78,94,40,58,82,24,86,88,90,66,74,20,2,76,96,98,42,80,14,18,10,4,44,28,16,52,92,84,60,46,26,22,"BRCA.LumA"
18,50,72,80,16,66,62,6,52,64,14,82,42,78,12,96,98,26,28,90,22,68,74,46,22,30,34,88,84,36,4,76,92,94,58,70,86,24,38,10,8,60,32,56,40,100,2,48,54,44,"BRCA.LumA"
26,58,80,82,24,62,56,12,44,48,40,74,46,86,18,98,88,34,68,94,16,72,66,50,8,6,4,92,84,38,4,76,90,100,64,54,60,20,28,14,10,78,30,70,22,96,34,52,42,36,"BRCA.LumA"
38,62,70,80,34,60,64,20,48,50,18,76,32,74,14,88,84,22,16,90,12,66,56,54,4,4,6,92,98,26,10,82,86,96,52,72,94,36,28,24,78,58,40,68,42,100,8,46,44,30,"BRCA.LumA"
24,46,78,70,16,82,56,6,38,42,50,52,40,72,4,74,98,8,2,94,30,36,48,26,96,90,84,68,76,14,32,62,88,86,28,66,18,20,10,12,92,64,44,60,80,100,54,58,34,22,"BRCA.LumA"
20,48,70,68,24,72,54,6,28,44,36,86,38,78,14,88,98,30,4,94,10,76,52,22,58,56,60,82,84,32,2,80,92,96,50,62,90,12,16,8,46,74,34,66,64,100,18,40,42,26,"BRCA.LumA"
58,44,82,84,18,76,54,2,24,36,40,64,32,62,6,92,94,14,10,88,12,72,70,38,66,60,46,86,74,22,4,56,96,78,34,80,90,16,30,8,98,50,28,42,68,100,20,52,26,48,"BRCA.LumA"
30,40,76,74,20,64,50,2,42,14,54,60,24,68,48,98,90,6,4,94,32,66,52,38,82,72,80,86,78,16,12,56,92,100,36,88,84,8,22,10,62,44,28,46,70,96,58,18,34,26,"BRCA.LumA"
32,46,82,78,18,56,60,6,44,40,50,72,36,80,16,90,100,14,2,96,10,74,66,48,58,68,62,86,84,20,4,76,94,88,30,38,92,12,22,8,42,70,24,64,54,98,34,52,28,26,"BRCA.LumA"
42,46,90,86,20,78,52,4,38,30,54,58,34,70,12,96,98,10,6,88,44,62,68,36,72,76,64,80,84,32,2,56,92,94,24,82,66,16,14,8,18,50,28,48,74,100,26,60,40,22,"BRCA.LumA"
32,48,70,66,14,76,52,4,38,24,56,62,36,72,20,88,100,10,2,92,42,68,60,34,84,82,86,80,74,26,8,50,96,90,22,78,18,12,16,6,54,64,44,30,98,94,40,46,28,58,"BRCA.LumA"
28,44,78,96,34,62,60,4,54,26,50,82,42,80,52,88,100,16,72,92,18,66,12,46,36,10,30,76,86,32,2,94,98,64,70,68,38,24,22,6,14,58,48,74,84,90,8,56,40,20,"BRCA.LumA"
18,40,88,78,22,82,56,4,48,46,34,68,38,52,12,90,92,10,6,94,14,74,26,32,60,58,66,84,80,20,2,70,96,98,36,64,76,24,16,8,86,50,28,62,72,100,30,54,42,44,"BRCA.LumA"
10,56,62,36,34,84,70,68,64,26,86,72,40,60,30,94,80,12,14,96,18,92,38,50,54,74,58,48,82,22,2,88,90,100,76,46,52,24,8,20,4,66,28,78,32,98,6,44,42,16,"BRCA.LumA"
28,50,84,62,12,70,56,2,18,12,38,76,32,48,36,96,68,20,88,98,54,82,46,34,94,74,92,64,80,24,6,72,100,30,44,58,78,8,14,4,18,66,26,52,90,86,60,22,42,40,"BRCA.LumA"
26,36,66,80,58,30,68,14,40,44,42,92,48,64,10,100,96,20,72,94,12,76,84,56,6,18,2,78,74,38,8,86,88,98,52,82,22,32,28,16,60,70,54,34,4,90,46,62,50,24,"BRCA.LumA"
54,52,64,90,20,66,56,2,42,24,48,78,26,70,38,92,98,8,76,94,46,74,62,34,68,58,60,86,82,22,6,72,96,84,18,88,14,28,16,4,12,36,32,40,80,100,10,50,44,30,"BRCA.LumA"
10,52,62,78,22,54,74,14,66,24,16,86,34,60,26,100,98,18,4,96,30,58,44,48,6,46,80,82,68,32,8,88,84,94,64,70,90,38,20,12,76,42,28,40,72,92,2,50,56,36,"BRCA.LumA"
34,28,66,86,10,68,46,4,16,32,62,54,26,70,52,90,92,24,48,94,40,64,58,12,60,78,74,84,76,20,14,56,88,98,36,82,80,8,6,2,96,42,18,38,72,100,50,44,22,30,"BRCA.LumA"
32,26,78,82,34,70,52,2,38,44,60,72,18,54,14,98,96,30,8,94,6,64,56,36,76,74,68,88,66,22,12,58,90,80,46,86,84,20,24,4,92,48,16,50,62,100,10,42,28,40,"BRCA.LumA"
46,48,74,90,42,70,56,8,22,44,18,68,38,72,26,96,98,16,4,94,32,76,52,28,64,60,66,82,88,36,2,78,92,80,62,84,86,24,20,12,14,6,34,54,40,100,10,58,50,30,"BRCA.LumA"
40,48,72,76,20,66,62,8,42,38,30,80,28,74,10,90,100,26,4,92,12,78,60,34,36,50,44,86,82,22,2,70,88,96,54,58,94,24,18,8,84,64,32,68,14,98,56,16,52,46,"BRCA.LumA"
30,52,76,84,16,80,62,2,50,38,74,78,34,70,6,90,94,12,28,92,8,66,46,40,48,20,26,86,82,14,4,72,88,98,54,44,68,24,24,10,96,42,36,60,56,100,58,64,18,32,"BRCA.LumA"
40,36,72,80,10,62,48,6,38,28,56,70,30,74,50,90,98,18,12,96,24,76,54,32,66,58,68,88,82,20,4,64,84,100,44,60,92,16,14,8,86,52,22,46,78,94,2,42,26,34,"BRCA.LumA"
44,36,78,66,8,74,52,6,30,34,58,54,24,64,26,94,100,22,4,92,38,62,56,28,82,86,68,88,76,20,2,50,96,80,40,70,90,14,20,10,72,84,32,46,60,98,12,42,16,48,"BRCA.LumA"
26,42,80,86,16,72,48,6,36,44,52,58,32,66,34,98,88,2,56,94,22,64,62,20,82,76,78,92,84,18,4,54,90,100,38,70,68,10,14,8,50,30,12,40,60,96,74,46,28,24,"BRCA.LumA"
50,58,84,86,16,66,48,8,42,28,52,72,24,70,30,96,88,14,60,94,36,76,68,22,4,40,10,82,78,32,2,62,92,80,34,74,98,20,26,6,90,56,12,38,64,100,54,46,18,44,"BRCA.LumA"
8,58,80,68,16,48,64,4,38,14,32,96,44,74,26,84,90,30,78,98,10,54,18,34,70,60,76,86,66,50,2,92,94,100,62,72,46,24,22,6,20,36,28,56,82,88,12,52,42,40,"BRCA.LumA"
12,42,78,80,26,58,50,6,40,18,64,56,36,68,46,90,100,4,66,92,24,62,34,38,72,82,70,94,88,22,2,74,84,98,48,60,86,10,8,14,54,44,20,52,76,96,16,32,28,30,"BRCA.LumA"
22,32,74,84,30,60,54,4,40,16,52,66,26,72,46,98,94,10,18,92,24,62,58,34,76,64,78,56,80,14,8,70,90,96,48,88,86,22,12,2,68,50,28,44,82,100,6,36,38,42,"BRCA.LumA"
20,52,76,78,40,66,80,8,46,32,14,44,36,56,4,92,96,18,28,98,12,64,38,58,82,60,62,10,84,16,2,86,94,90,68,72,88,30,26,24,74,22,48,34,50,100,6,54,70,42,"BRCA.LumA"
14,60,82,84,18,70,64,4,42,22,32,76,40,72,6,88,98,24,50,96,8,58,28,34,54,44,48,80,66,46,2,94,92,86,74,62,90,26,16,10,52,78,30,68,20,100,12,36,56,38,"BRCA.LumA"
54,18,78,74,20,60,46,8,34,22,62,42,24,64,58,86,90,10,32,96,52,76,56,14,84,82,92,68,72,6,44,40,94,80,16,70,88,14,2,4,48,66,28,36,98,100,50,38,26,30,"BRCA.LumA"
16,36,80,92,28,76,52,6,42,40,48,70,44,68,20,84,98,14,4,88,10,72,56,38,54,62,58,90,86,34,2,78,94,96,50,74,60,22,12,8,82,18,30,64,46,100,26,66,24,32,"BRCA.LumA"
52,22,78,66,16,68,50,8,30,28,82,38,10,58,40,90,74,4,42,84,44,60,56,20,94,98,100,72,64,6,76,36,88,62,24,70,54,12,2,16,86,80,28,34,96,92,48,46,18,32,"BRCA.LumA"
38,46,62,74,8,60,54,2,32,22,66,64,12,68,52,94,98,24,18,88,34,50,48,30,78,72,80,86,70,14,20,58,96,90,44,82,84,10,4,6,76,56,26,42,92,100,16,40,36,28,"BRCA.LumA"
36,50,76,84,24,72,62,12,30,52,46,70,44,78,18,90,98,42,16,94,20,74,60,22,2,6,8,82,80,26,6,68,92,88,40,54,96,28,32,14,86,66,34,64,10,100,58,56,38,50,"BRCA.LumA"
38,42,78,84,14,76,58,4,22,24,48,70,32,74,56,96,100,10,46,92,20,72,62,16,60,50,64,88,82,18,2,66,98,90,40,68,86,12,52,6,28,54,28,36,80,94,8,44,30,34,"BRCA.LumA"
22,38,80,90,34,70,56,6,28,40,50,58,16,78,8,92,98,10,2,96,12,60,62,20,68,72,66,88,76,18,4,64,94,82,52,74,84,30,54,14,86,26,32,48,46,100,24,42,44,36,"BRCA.LumA"
28,52,76,84,30,78,60,6,46,50,56,72,34,80,8,88,98,18,4,90,12,68,64,44,24,14,20,86,82,26,2,74,92,94,36,70,66,32,16,10,96,54,42,48,22,100,62,58,40,38,"BRCA.LumA"
34,50,74,82,16,60,52,4,40,36,44,68,24,62,10,88,100,20,8,96,18,70,56,32,80,78,72,84,76,12,6,64,86,92,30,54,94,14,22,2,90,66,26,58,48,98,46,42,28,38,"BRCA.LumA"
36,38,70,72,8,68,40,6,22,24,50,56,28,60,46,96,100,2,4,94,58,64,54,18,86,78,80,62,82,20,12,52,88,76,30,84,92,16,26,10,74,66,34,42,90,98,44,48,32,14,"BRCA.LumA"
44,32,68,74,16,62,46,2,34,20,72,50,24,64,56,98,84,8,52,90,38,60,58,24,88,82,86,78,70,12,42,48,94,92,30,76,66,10,6,4,80,54,14,36,96,100,28,40,18,26,"BRCA.LumA"
18,40,84,92,52,80,64,8,48,56,24,58,32,78,10,96,98,16,50,90,12,74,66,44,30,36,28,76,86,26,2,68,88,94,46,72,82,14,20,8,70,62,38,60,22,100,4,54,42,34,"BRCA.LumA"
24,18,80,60,54,86,58,12,40,48,36,72,20,30,2,98,90,14,16,94,4,76,62,34,82,88,66,52,78,26,6,74,96,92,56,70,84,28,22,8,46,64,50,68,32,100,10,38,42,44,"BRCA.LumA"
32,38,66,76,16,56,30,2,34,24,68,50,22,70,62,86,92,4,48,84,44,60,52,26,90,82,88,80,74,10,40,58,78,94,28,72,64,12,6,8,100,54,20,36,96,98,46,42,18,14,"BRCA.LumA"
46,38,84,86,34,82,64,14,44,26,10,66,32,56,2,88,98,22,6,90,18,70,52,40,16,12,20,68,76,28,4,62,92,80,30,74,94,38,78,24,96,72,50,60,8,100,58,54,42,48,"BRCA.LumA"
20,50,80,86,26,84,66,6,58,36,16,82,34,74,14,90,98,18,4,96,10,68,62,42,48,30,32,72,76,24,2,78,88,94,52,70,64,22,44,12,92,28,40,60,38,100,8,56,54,46,"BRCA.LumA"
44,34,86,72,36,68,64,4,38,30,66,70,20,52,2,92,88,12,32,90,10,62,42,16,80,94,76,82,74,22,8,58,96,84,54,46,100,14,24,6,78,28,48,60,50,98,18,26,56,40,"BRCA.LumA"
44,72,84,68,30,66,74,10,78,56,60,80,38,76,50,92,94,18,14,96,26,42,70,58,6,12,4,54,88,36,2,86,90,98,62,82,20,28,34,22,16,24,32,40,8,100,46,52,64,48,"BRCA.LumA"
26,54,82,80,16,62,60,4,42,32,56,76,36,78,22,92,98,12,74,88,8,70,50,38,64,68,66,84,86,18,2,72,90,94,40,48,30,14,10,34,96,6,20,44,46,100,58,52,28,24,"BRCA.LumA"
14,66,46,70,16,50,64,6,48,20,42,86,36,76,18,94,84,24,4,96,8,52,38,40,62,72,58,82,80,30,2,88,90,100,78,68,92,22,26,10,60,54,32,74,44,98,12,56,34,28,"BRCA.LumA"
28,48,82,74,12,78,60,6,54,22,28,72,44,62,34,86,96,14,8,98,50,64,32,40,18,20,46,70,84,38,2,80,100,94,56,88,90,36,24,16,4,66,52,68,76,92,10,58,42,30,"BRCA.LumA"
38,60,80,78,16,62,56,8,46,34,70,82,36,74,42,90,96,24,4,92,26,68,58,44,6,20,10,88,84,22,2,66,86,100,40,64,76,14,12,48,98,18,28,52,50,94,72,54,32,30,"BRCA.LumA"
14,66,48,54,44,76,52,8,28,84,56,88,22,60,18,98,96,26,2,92,12,36,72,34,80,82,68,6,62,20,4,74,90,100,40,50,64,16,38,24,86,78,30,70,58,94,10,42,32,46,"BRCA.LumA"
8,52,48,50,12,68,92,4,36,24,58,78,26,54,10,90,98,32,30,96,6,40,20,38,86,76,82,64,62,28,2,80,72,100,60,66,74,18,22,16,94,84,42,56,70,88,14,44,46,34,"BRCA.LumA"
24,42,76,80,14,78,52,4,44,22,54,66,12,68,46,94,90,18,2,92,30,72,48,32,64,62,70,86,74,16,6,60,84,96,38,58,98,20,10,8,88,56,36,50,82,100,34,40,26,28,"BRCA.LumA"
32,38,66,76,8,70,54,4,50,30,56,64,26,58,28,88,96,16,42,92,10,72,46,40,86,78,84,82,74,24,12,62,90,68,52,60,98,18,14,2,94,34,20,48,80,100,6,44,36,22,"BRCA.LumA"
28,52,84,80,16,72,48,2,40,10,58,64,34,66,46,86,98,12,6,94,22,60,38,30,78,76,70,82,74,20,8,62,90,96,44,54,92,14,42,4,88,56,24,50,68,100,18,36,32,26,"BRCA.LumA"
58,38,86,88,8,76,48,10,30,36,50,56,28,90,52,74,98,6,4,92,46,82,80,26,60,68,62,42,84,16,2,64,94,96,36,78,66,18,14,14,32,54,24,40,72,100,70,44,20,22,"BRCA.LumA"
34,50,70,80,26,72,68,4,62,38,30,82,40,76,28,88,100,22,8,90,16,60,52,46,14,18,12,86,84,24,2,78,94,96,48,58,92,20,36,8,74,54,42,64,66,98,10,56,44,32,"BRCA.LumA"
12,40,66,60,16,84,50,4,42,86,36,74,34,46,10,100,88,6,20,94,18,76,90,28,68,80,72,64,70,22,2,78,96,98,26,58,92,32,24,8,62,56,44,54,52,82,14,38,48,30,"BRCA.LumA"
30,58,76,72,14,60,68,4,50,26,48,62,24,78,8,94,84,10,42,98,12,54,44,28,66,52,64,96,86,36,2,56,92,100,32,82,80,16,20,6,90,74,40,46,70,88,18,34,22,38,"BRCA.LumA"
54,46,80,88,6,66,68,14,32,56,50,64,26,82,4,94,98,12,34,92,8,78,74,44,30,52,38,90,86,20,2,72,96,76,70,84,58,18,10,40,16,28,22,42,24,100,60,62,48,36,"BRCA.LumA"
48,38,82,86,16,54,52,2,44,18,50,66,22,64,24,94,100,8,46,98,20,78,58,28,76,68,70,88,84,10,6,60,96,90,32,72,80,12,14,6,62,56,26,34,74,92,42,36,30,42,"BRCA.LumA"
44,32,62,76,6,52,48,8,28,30,68,58,12,66,54,92,100,16,26,96,46,70,60,22,88,80,82,84,72,10,40,50,94,56,24,74,78,4,14,2,86,64,18,42,90,98,34,36,20,38,"BRCA.LumA"
60,44,74,86,36,80,62,28,24,46,36,66,20,84,8,98,96,6,12,94,22,70,72,16,52,56,50,88,82,10,2,42,92,90,38,78,76,28,14,32,68,64,40,30,54,100,4,48,18,58,"BRCA.LumA"
40,24,74,80,8,62,38,4,26,22,64,48,28,60,50,96,94,2,34,86,54,68,56,16,92,90,88,78,72,10,30,52,98,70,36,84,76,18,20,6,66,58,32,46,82,100,44,42,12,14,"BRCA.LumA"
14,48,74,70,38,66,56,8,46,24,58,88,30,78,12,96,94,28,32,92,10,40,64,42,62,76,54,72,86,22,2,82,90,100,68,60,84,20,34,16,26,6,50,80,18,98,4,36,52,44,"BRCA.LumA"
26,62,80,90,28,56,70,14,58,40,20,86,38,74,10,92,100,32,66,96,24,72,68,60,6,16,4,76,84,30,2,78,94,88,44,82,52,36,34,22,12,50,48,46,18,98,8,64,54,42,"BRCA.LumA"
18,52,86,76,26,74,62,6,34,40,8,66,22,84,20,96,98,14,60,94,4,68,70,28,58,64,48,88,82,38,2,72,92,78,56,80,90,10,36,12,50,24,32,42,30,100,16,46,54,44,"BRCA.LumA"
40,34,78,86,2,66,48,6,30,24,46,44,18,76,56,94,100,4,60,90,50,70,54,28,74,72,62,84,82,10,14,42,88,98,22,68,96,20,12,8,64,58,26,36,80,92,52,38,16,32,"BRCA.LumA"
46,48,74,80,20,64,60,4,54,30,16,78,44,76,12,94,100,32,10,96,14,62,68,52,42,18,22,86,70,40,2,72,92,84,56,82,98,34,28,8,88,26,24,50,66,90,6,58,38,38,"BRCA.LumA"
32,46,78,62,12,56,50,2,44,6,58,68,26,66,38,86,98,8,16,96,18,72,48,36,90,84,82,80,74,22,12,70,100,92,24,54,94,14,40,4,60,64,28,52,76,88,42,34,30,20,"BRCA.LumA"
28,70,68,82,12,60,44,4,46,18,74,62,20,66,38,92,94,6,36,90,26,56,50,30,78,80,76,86,84,34,10,58,88,100,32,54,72,14,8,2,96,52,16,40,64,98,48,42,24,22,"BRCA.LumA"
22,66,74,88,40,78,54,12,52,50,32,70,34,84,8,96,92,16,56,94,18,64,48,42,4,14,10,80,82,38,2,72,90,98,58,86,68,28,26,20,62,44,24,76,6,100,30,60,36,46,"BRCA.LumA"
46,36,78,80,18,70,56,2,40,42,60,54,24,72,16,86,90,4,48,94,6,66,64,30,88,84,82,92,74,20,8,58,96,52,22,76,32,14,12,10,98,34,28,44,68,100,62,50,26,38,"BRCA.LumA"
24,48,88,70,32,66,60,8,40,16,36,68,42,80,26,90,94,12,76,92,10,74,44,38,46,62,58,78,82,34,2,72,98,96,50,64,86,18,14,4,20,54,22,56,84,100,6,52,30,28,"BRCA.LumA"
8,40,86,84,36,64,52,4,44,18,56,74,38,70,32,78,92,24,12,90,22,54,14,30,58,88,96,10,72,28,2,82,94,98,66,76,62,26,20,6,80,48,42,60,68,100,16,50,46,34,"BRCA.LumA"
16,60,82,86,20,72,68,10,48,46,32,76,44,70,4,90,98,22,6,96,8,42,28,38,24,50,26,80,84,40,2,74,92,78,52,34,88,18,30,12,94,36,58,64,14,100,62,66,54,56,"BRCA.LumA"
14,54,92,88,38,84,60,4,48,26,16,70,30,72,8,90,98,6,32,94,12,68,58,24,44,48,36,74,80,40,2,82,96,78,42,76,86,22,18,10,64,56,28,66,50,100,20,62,52,34,"BRCA.LumA"
12,28,72,82,22,68,56,2,52,58,20,62,26,78,32,98,94,6,38,96,24,70,64,30,48,44,42,80,74,10,34,66,90,92,46,76,88,16,8,4,84,60,40,54,86,100,18,50,36,14,"BRCA.LumA"
36,68,80,84,18,74,58,4,50,28,54,64,42,76,56,86,94,8,62,92,40,72,60,46,12,14,20,88,82,26,2,66,90,98,44,70,52,6,18,30,100,12,34,32,22,96,78,48,38,24,"BRCA.LumA"
58,46,84,88,10,74,54,34,26,16,68,62,24,82,32,90,96,4,72,94,42,70,48,30,60,76,86,64,80,22,2,66,92,98,36,78,38,8,6,12,40,20,14,56,52,100,50,44,18,28,"BRCA.LumA"
12,44,78,94,32,74,60,4,28,52,34,64,36,68,14,92,98,22,6,96,8,66,46,30,56,76,90,80,82,20,2,72,86,88,48,84,70,24,18,16,50,54,38,62,40,100,10,58,42,26,"BRCA.LumA"
48,54,86,72,20,52,58,4,40,34,56,76,22,82,10,100,96,18,68,92,14,74,70,24,64,80,66,84,78,36,2,62,94,98,28,60,90,12,16,8,6,46,30,50,44,88,42,26,32,38,"BRCA.LumA"
28,48,68,88,40,76,72,18,34,54,56,58,38,80,8,96,100,24,20,94,10,60,52,44,12,14,6,92,82,32,4,74,84,98,62,78,64,16,22,26,90,30,42,70,2,86,50,66,46,36,"BRCA.LumA"
38,40,86,88,12,70,52,4,48,20,50,62,24,64,16,90,100,14,6,98,10,60,56,46,78,72,76,84,82,42,2,66,94,92,54,74,80,26,30,8,18,34,36,58,68,96,22,44,28,32,"BRCA.LumA"
